公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
2640,台灣大車隊股份有限公司,大車隊,數位雲端,－,台北市中山區長安東路二段162號2樓,27767961,林村田,楊榮輝,林念臻,執行長,楊雅玲,02-25160966,94/09/09,101/11/07,新台幣                 10.0000元,"592,649,560","59,264,956",0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號5樓,資誠聯合會計師事務所,徐明釧,李秀玲,TaiwanTaxi,"2F., No.162, Sec. 2, Chang’an E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",02-25160900,ir@taiwantaxi.com.tw,www.taiwantaxi.com.tw,林念臻,執行長,02-25160966,ir@taiwantaxi.com.tw,http://www.taiwantaxi.com.tw/taiwantaxi/invest.asp
2641,正德海運股份有限公司,正德,航運業,－,(802)高雄市苓雅區海邊路31號3樓,16467798,蔡邦權,蔡景仲,林勝鶴,副總經理,申翔宇,07-9697988,87/09/29,103/10/09,新台幣                 10.0000元,"2,975,723,510","297,572,351",0,0,合併,每年,董事會,福邦證券股務代理部,02-2383-6888,台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,王國華,廖阿甚,Franbo Lines,"3F, No.31, Haibian Rd., Lingya Dist.,Kaohsiung City 802, Taiwan (R.O.C.)",07-9697997,kevincheng@franbo.com.tw,www.franbo.com.tw,林勝鶴,副總經理,07-9697988,kevincheng@franbo.com.tw,http://www.franbo.com.tw/financial.asp?id=20
2643,捷迅股份有限公司,捷迅,航運業,－,台北市內湖區瑞光路34號4樓,12479610,顧城明,孫鋼銀,葉子菁,副總經理,楊永華,(02)8792-9897,73/02/13,105/03/04,新台幣                 10.0000元,"350,000,000","35,000,000",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,黃海悅,陳招美,Soonest,"4F, NO. 34, Rui Guang Rd.,Taipei, 11491 Taiwan, R. O. C.",(02)8792-9658,soonestinv@soonest.com.tw,http://www.soonest.com,葉子菁,副總經理,(02)8792-9461,soonestinv@soonest.com.tw,http://www.soonest.com
2718,晶悅國際飯店股份有限公司,晶悅,建材營造,－,台北市松山區八德路三段30號7樓,12198180,鍾鼎興,劉書宏,夏美足,公司治理主管,黃清慧,02-2570-8800,66/04/08,100/03/29,新台幣                 10.0000元,"875,760,000","87,576,000","15,000,000",0,合併,每年,董事會,元大證券股份有限公司,02-2586-3117,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,李秀玲,林鈞堯,PH,"7F., No. 30, Sec. 3, Bade Rd., Songshan Dist.Taipei City , Taiwan",02-2570-9911,tiffany@pleasanthotels.com.tw,http://www.pleasanthotels.com.tw/zh-TW,夏美足,公司治理主管,02-2570-8800 #611,tiffany@pleasanthotels.com.tw,http://www.pleasanthotels.com.tw/zh-TW/investors
2719,台鋼燦星國際旅行社股份有限公司,燦星旅,觀光餐旅,－,台北市中山區民生東路二段161、163號7樓,80355209,侯佑霖,殳蓁蓁,殳蓁蓁,總經理,待補,(02)8183-3888,92/02/24,101/02/24,新台幣                 10.0000元,"687,421,000","68,742,100","60,581,954",0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2747-8266,台北市松山區東興路8號B1,資誠聯合會計師事務所,田中玉,徐惠榆,Star Travel,"7F., No. 161、163, Sec. 2, Minsheng E. Rd., Zhongshan Dist.Taipei City, Taiwan",(02)2796-6168,-,www.startravel.com.tw,NA,NA,NA,NA,www.startravel.com.tw
2724,藝舍國際創新股份有限公司,藝舍-KY,觀光餐旅,KY 開曼群島,台北市中山區南京東路三段65號8樓,28982799,賴運興,侯嘉禎,侯嘉禎,總經理,陳誌原,(02)5572-0798,91/01/15,101/05/29,新台幣                 10.0000元,"596,563,450","59,656,345","40,570,200",0,合併,每年,股東會,第一金證券股份有限公司,(02)2563-5711,台北市大安區安和路一段27號六樓,資誠聯合會計師事務所,黃金連,賴宗羲,AAGD-KY,"8F., No.65, Sec. 3, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)2712-7877,investors@aagd.com.tw,www.fxhotelsgroup.com,侯嘉禎,總經理,(02)5572-0798,investors@aagd.com.tw,www.fxhotelsgroup.com/investors.aspx
2726,雅茗天地股份有限公司,雅茗-KY,觀光餐旅,KY 開曼群島,臺北市內湖區新湖一路77號6樓,38634004,吳伯超,江錫毅,陳聖中,投資長,王明璞,(02)2790-0689,98/12/22,103/12/24,新台幣                 10.0000元,"280,000,000","28,000,000","3,000,000",0,合併,每年,董事會,中國信託商業銀行股份有限公司,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,張至誼,黃毅民,Yummy Town,"Oleander Way, 802 West Bay Road, P.O. Box 32052, Grand Cayman KY1-1208, CaymanCayman Island",(02)2790-0601,affairs@yummy-town.com,http://www.yummy-town.tw/,陳聖中,投資長,(02)7721-2726,affairs@yummy-town.com,http://www.yummy-town.tw/investor_contact.php
2729,瓦城泰統股份有限公司,瓦城,觀光餐旅,－,新北市中和區建一路176號7樓之1,70843031,徐承義,徐承義,黃婉琳,投資人關係經理,張雅惠,(02)8227-1280,89/09/08,101/09/17,新台幣                 10.0000元,"359,438,940","35,943,894",0,0,合併,每年,股東會,富邦綜合證券(股)公司,02-23611300,台北市中正區許昌街17號11樓,資誠聯合會計師事務所,王菘澤,林鈞堯,TTFB,"7F.-1, No.176, Jian 1st Rd., Zhonghe Dist.,New Taipei City 235, Taiwan (R.O.C.)",(02)8227-1290,IR@ttfb.com,http://www.ttfb.com,黃婉琳,投資人關係經理,(02)2248-1022,IR@ttfb.com,http://www.ttfb.com/index.php?category=3&subject=1
2732,六角國際事業股份有限公司,六角,觀光餐旅,－,新竹縣竹北市高鐵九路98號,80671769,王耀輝,王耀輝,謝婷韻,投資人關係經理,黃如萍,(03)550-7750,93/02/16,104/01/20,新台幣                 10.0000元,"464,730,700","46,473,070",0,0,合併,每季,董事會,永豐金證券(股)公司股務代理部,(02)2381-6288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,邱政俊,劉怡青,La Kaffa,"No.98, Gaotie 9th Rd.,Zhubei City, Hsinchu County 302, Taiwan",03-6579630,lakaffamail@lakaffa.com.tw,http://www.lakaffagroup.com/,謝婷韻,投資人關係經理,03-5507750,tammy.hsieh@lakaffa.com.tw,http://www.lakaffagroup.com/
2734,易飛網國際旅行社股份有限公司,易飛網,觀光餐旅,－,台北市中正區衡陽路51號2樓之1,70464468,周昀生,周昀生,周昀生,董事長,張瑞琳,(02)7725-0800,88/12/22,102/12/26,新台幣                 10.0000元,"422,597,600","42,259,760",0,0,合併,每年,股東會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃泳華,鄭安志,Ezfly,"2F-1, No.51, Hengyang Rd.,Taipei, Taiwan",(02)6601-4600,invest@ezfly.com,https://www.ezfly.com/,林奕慧,資深經理,02-77250800,invest@ezfly.com,https://www.ezfly.com/info/stakeholder/index.html
2736,富野大飯店股份有限公司,富野,觀光餐旅,－,台東縣卑南鄉溫泉村龍泉路30-2號5樓之41,29129201,劉清郎,楊書昌,劉怡君,董事長特助,黃慶安,089-515005,97/07/11,105/01/06,新台幣                 10.0000元,"499,722,300","49,972,230",0,0,合併,每年,股東會,元富證券股份有限公司股務代理部,(02)2768-6668,台北市光復北路11巷35號地下一樓,安侯建業聯合會計師事務所,陳永祥,陳國宗,HOYA,"5F.-41, No.30-2, Longquan Rd.,Wen-Chung Ts'un, Beinan Township,Taitung County , Taiwan (R.O.C.)",089-510063,pr@hoyaresort.com.tw,http://www.hoyaresort.com.tw,黃慶安,行銷部協理,0936806617,andy@hoyaresort.com.tw,http://www.hoyaresort.com.tw
2740,天蔥國際股份有限公司,天蔥,觀光餐旅,－,台北市中正區館前路42號10樓,28581041,朱溥霖,(暫缺),張家堯,財務及會計主管,李宇美,(02)2313-1260,96/02/13,104/12/24,新台幣                 10.0000元,"231,854,840","23,185,484","14,434,115",0,合併,每年,股東會,統一綜合證券股份有限公司,(02)2746-3797,105台北市松山區東興路8號地下一樓,安侯建業聯合會計師事務所,郭欣頤,寇惠植,Mr. Onion,"10F., No. 42, Guanqian Rd., Chung Cheng  Dist., Taipei City , TaiwanTaipei City 100, Taiwan (R.O.C.)",(02)2313-1261,pr@mr-onion.com,http://www.mr-onion.com,李宇美,股務,(02)2313-1260#102,irene.lee@mr-onion.com,http://www.mr-onion.com/Enterprise/Stakeholder
2743,山富國際旅行社股份有限公司,山富,觀光餐旅,－,台北市中山區南京東路二段85號4樓,22888987,陳國森,陳國森,李慶良,企業部副總經理,陳麒引,02-25612999,77/05/25,109/03/09,新台幣                 10.0000元,"360,117,000","36,011,700",0,0,合併,每年,股東會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西路一段6號6樓,正風聯合會計師事務所,曾國富,賴家裕,richmond,"4F., No.85, Sec. 2, Nanjing E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",02-2536-1332,rit@richmond.com.tw,https://www.travel4u.com.tw/,李慶良,企業部副總經理,02-77349628,james@richmond.com.tw,https://www.travel4u.com.tw/investor/investment/
2745,五福旅行社股份有限公司,五福,觀光餐旅,－,"高雄市三民區博愛一路28號2,3樓",22835878,許順富,許順富,蔡長霖,產品事業群副總,陳沛(亻予）,07-3231166,77/08/22,107/04/16,新台幣                 10.0000元,"338,085,260","33,808,526",0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,陳珍麗,王騰葦,LIFE TRAVEL,"2,3F,No.28 Bo'ai 1st Rd., Sanmin Dist., Kaohsiung City 80757,TaiwanKaohsiung City ,Taiwan",07-3230248,ir@lifetour.com.tw,www.lifetour.com.tw,蔡長霖,產品事業群副總,02-27182202,ir@lifetour.com.tw,http://www.lifetour.com.tw/eWeb/Main/home.asp?SITE_CD=1&MP_ID=MPQ01&STYLE_TP=3
2752,豆府股份有限公司,豆府,觀光餐旅,－,台北市中山區民權東路二段42號4樓,28841757,吳柏勳,吳孟哲,蘇凡鈞,財務長,王淑儀,(02)2581-3818,97/01/23,108/09/25,新台幣                 10.0000元,"262,673,820","26,267,382",0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,張雅芸,林政治,TOFU,"4F., No.42, Sec. 2, Minquan E. Rd., Zhongshan Dist.,Taipei City 104, Taiwan (R.O.C.)",(02)2581-3918,@dubuhouse.com.tw,https://www.tofuglobal.com/tw/home.html,蘇凡鈞,財務長,(02)2581-3818,tofu.ir@dubuhouse.com.tw,https://www.tofuglobal.com/tw/Home.html
2754,亞洲藏壽司股份有限公司,亞洲藏壽司,觀光餐旅,－,台北市中山區中山北路3段32號6樓及6樓之1,54669129,西川健太郎,西川健太郎,野島茂,財務長,林上智,(02)8978-8558,103/01/21,109/09/17,新台幣                 10.0000元,"467,210,000","46,721,000",0,0,合併,每年,股東會,中國信託商業銀行 代理部,(02)6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,薛峻泯,姚勝雄,KURA SUSHI ASIA,"6F.&6F-1, No. 32, Sec. 3, Zhongshan N. Rd.Taipei City 104, Taiwan (R.O.C.)",(02)2598-3077,ir@kurasushi.tw,http://investor.kurasushi.tw/,野島茂,財務長,(02)8978-8558,ir@kurasushi.tw,http://investor.kurasushi.tw/
2755,揚秦國際企業股份有限公司,揚秦,觀光餐旅,－,桃園市中壢區合江路16號,42591908,卓靖倫,林麗玲,蔡國憲,品牌部處長,黃序魁,033412298,104/08/21,109/12/16,新台幣                 10.0000元,"301,400,000","30,140,000",0,0,合併,每年,股東會,台新綜合證券(股)公司股務代理部,0225048125,台北市中山區建國北路一段96號B1,勤業眾信聯合會計師事務所,陳彥君,張青霞,YoungQin,"NO. 16, Hejiang RdZhongli Dist., Taoyuan City 320, Taiwan",034627781,IR@youngqin.com.tw,http://www.youngqin.com.tw,黃序魁,連鎖總部副總經理,03-2737375,IR@youngqin.com.tw,http://www.youngqin.com.tw/index.php?code=list&ids=873
2756,聯發國際餐飲事業股份有限公司,聯發國際,觀光餐旅,－,新北市汐止區新台五路一段95號18樓之7,80676602,鄭凱隆,賴柏宇,葉幸惠,財務長,吳柏毅,(02)2654-8585,93/02/26,111/01/14,新台幣                 10.0000元,"245,428,200","24,542,820",0,0,合併,每季,董事會,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,池瑞全,郭乃華,LIAN FA,"18F-7, No. 95, Sec. 1, Xintai 5th Rd.Xizhi Dist., New Taipei City, Taiwan",(02)2783-2669,irr@1992sharetea.com,http://www.1992lianfa.com/,吳柏毅,公關發言人,(02)2654-8585,irr@1992sharetea.com,http://www.1992lianfa.com/
2916,滿心企業股份有限公司,滿心,居家生活,－,新北市五股區五權六路十八號,12498877,李俊良,後藤憲二,郭建隆,副總經理,陳永昌,02-22997755,73/06/16,94/03/10,新台幣                 10.0000元,"546,268,780","54,626,878",0,0,個別,每年,董事會,福邦證券(股)公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,陳宜君,陳盈如,MUNSIN,"NO.18, WU-CHUAN 6 RD., WU-GU DIST,NEW TAIPEI CITY, TAIWAN, R.O.C.",02-22997765,munsin@ms7.hinet.net,www.munsin.com.tw,郭建隆,副總經理,02-22997755,simba@munsin.com.tw,http://www.munsin.com.tw/munsin/munsin_investor.html
2924,開曼群島宏太股份有限公司,宏太-KY,居家生活,KY 開曼群島,台北市中山區中山北路二段46號10樓,26335810,黃愛玲,段家傑,曾毓文,副總經理,陳仁中,(02)2547-5805,98/02/06,100/12/02,新台幣                 10.0000元,"328,051,740","32,805,174",0,0,合併,每年,股東會,台新證券股務代理部,(02)25048125,台北市中山區建國北路一段96號地下一樓,安侯建業聯合會計師事務所,池世欽,黃欣婷,Grand Galactica,"10F., No. 46, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City104,TaiwanTaipei",(02)2719-9279,im@ggalactica.com,http://www.ggalactica.com,曾毓文,副總經理,(02)2511-6928,im@ggalactica.com,http://www.ggalactica.com/parties
2926,誠品生活股份有限公司,誠品生活,文化創意業,－,臺北市信義區松德路204號B1,27952966,吳旻潔,吳旻潔,吳立傑,財務長,鄭書欣,(02)6638-5168,94/09/26,102/01/30,新台幣                 10.0000元,"473,896,500","47,389,650",0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-2586-5859,台北市大同區承德路三段210號B1,資誠聯合會計師事務所,張淑瓊,林鈞堯,Eslite Spectrum,"B1,No. 204 , Songde RdTaipei 110027, Taiwan",(02)6638-5268,ir@eslite.com,http://www.eslitespectrum.com.tw,鄭書欣,資深經理,(02)6638-5168,ir@eslite.com,http://www.eslitespectrum.com.tw/content.aspx?s=Stakeholder
2937,集雅社股份有限公司,集雅社,居家生活,－,高雄市苓雅區中正一路263號12樓,89266170,盧乾三,謝舒閔,何政鋒,財務長,張藝曦,07-7273128,83/10/26,106/06/08,新台幣                 10.0000元,"395,836,140","39,583,614",0,0,合併,每年,董事會,第一金證券股份有限公司,02-2563-5711,台北市大安區安和路一段 27 號6 樓,資誠聯合會計師事務所,廖阿甚,王駿凱,Gseven,"12F., No.263, Zhong zheng  1st Rd., Lingya Dist.,Kaohsiung City 80283, Taiwan",07-7273983,andy-ho@gseven.com.tw,www.gseven.com.tw,張藝曦,經理,07-7273128,ihsi@gseven.com.tw,https://www.gseven.com.tw/investor.php
2941,米斯特國際企業股份有限公司,米斯特,居家生活,－,台中市西屯區市政北二路236號22樓之1,53167020,林瑞豪,林瑞達,林瑞達,總經理,趙廣安,0422549396,99/10/12,113/03/20,新台幣                 10.0000元,"153,900,000","15,390,000",0,0,個別,每年,董事會,群益金鼎證券(股)公司股務代理部,0227035000,台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,林雅慧,吳仁杰,MISTER,"Rm. 1, 22F., No.236, Shizheng N. 2nd Rd., Xitun Dist.Taichung City 407, Taiwan (R.O.C.)",0422592576,leslie@life8.com.tw,www.life8.com.tw,趙廣安,財務協理,0422549396#706,stock@life8.com.tw,www.life8.com.tw
2947,振宇五金股份有限公司,振宇五金,居家生活,－,台中市西屯區環中路二段27號,29092696,曾善,洪國展,洪珮芳,副總經理,江志豪,04-24261580,97/05/14,110/10/06,新台幣                 10.0000元,"192,686,000","19,268,600",0,0,合併,每半會計年度,董事會,元大證券股份有限公司股務代理部,02-25865859,台北市大同區承德路三段210號地下一樓,資誠聯合會計師事務所,賴志維,吳松源,Zhen Yu,"No. 27, Sec. 2, Huanzhong Rd., Xitun Dist.,Taichung City 407, Taiwan (R.O.C.)",04-24264510,ir@zhenyu.com.tw,www.ald.com.tw,江志豪,協理,04-24261580,ir@zhenyu.com.tw,www.ald.com.tw
2948,寶陞國際股份有限公司,寶陞,居家生活,－,台北市信義區忠孝東路五段508號16樓,52330474,黃楷倫,黃楷倫,黃楷倫,董事長兼總經理,鄭弘寬,02-27261668,105/10/03,112/12/12,新台幣                 10.0000元,"280,000,000","28,000,000",0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,02-33930898,台北市中正區忠孝東路二段95號1樓,安永聯合會計師事務所,林政緯,鄭清標,Bausen,"16F,No.508, Sec.5,Zhongxiao E.Rd.,Xinyi Dist.,Taipei City 11083, Taiwan (R.O.C)",02-27261610,service@bausen.com,https://www.bausen.com/,鄭弘寬,副總經理,02-27261668,service@bausen.com,https://www.bausen.com/
2949,欣新網股份有限公司,欣新網,數位雲端,－,台北市信義區東興路45號6樓,54357012,陳德仁,黃懷恩,游偉民,財務長,黃懷恩,(02)8768-3830,102/09/05,112/12/15,新台幣                 10.0000元,"242,000,000","24,200,000",0,0,合併,每年,董事會,台新綜合證券股份有限公司,(02)2504-8125,台北市中山區建國北路一段96號B1,安永聯合會計師事務所,林素雯,張巧穎,HHG,"6F., No. 45, Dongxing Rd., Xinyi Dist.,Taipei City 110403, Taiwan (R.O.C.)",(02)8768-3832,hhg_sa@hhgalaxy.com.tw,https://www.hhgalaxy.com.tw/,游偉民,財務長,(02)8768-3830,hhg_sa@hhgalaxy.com.tw,https://www.hhgalaxy.com.tw/
3064,泰偉電子股份有限公司,泰偉,文化創意業,－,新北市三重區興德路111-1號10樓,70613972,楊南平,林佑翔,林佑翔,總經理,李發珍,(02)85110555,89/08/02,93/06/09,新台幣                 10.0000元,"130,114,510","13,011,451","6,134,423",0,合併,每年,股東會,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,安永聯合會計師事務所,楊弘斌,徐榮煌,Astro Corp.,"10F,No.111-1,Hsing De Rd.,Sanchong Dist　　  New Taipei City , Taiwan (R.O.C.)",(02)85110556,astro3064@astrocorp.com.tw,www.astrocorp.com.tw,暫缺,暫缺,(02)8511-0555#135,vacancy,http://www.astrocorp.com.tw/cht/IR_5.php
