公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址
1315,達新工業股份有限公司,達新,塑膠工業,－,台中市西屯區工業區35路51號,51059101,吳子聰,陳以千,賴耿民,副總經理,陳明哲,04-23595511,55/10/24,81/05/09,新台幣                 10.0000元,"990,990,000","99,099,000",0,0,合併,每半會計年度,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,國富浩華聯合會計師事務所,張福郎,邱桂鈴,TAH HSIN,"NO.51, 35TH RD.,TAICHUNG INDUSTRIAL PARK ,TAICHUNG ,TAIWAN, R.O.C",04-23595557,thst@mail.tahhsin.com.tw,www.tahhsin.com.tw,賴耿民,副總經理,04-23595511#1151,kmlai@mail.tahhsin.com.tw,www.tahhsin.com.tw
1316,上曜建設開發股份有限公司,上曜,建材營造,－,台南市安平區永華路二段248號20樓之6,73654033,張祐銘,張祐銘,郭育政,財務部副總經理,朱麗娟,(06)2988318,68/12/11,81/10/15,新台幣                 10.0000元,"2,804,169,330","280,416,933",0,0,合併,每半會計年度,董事會,元大證券股份有限公司,(02)2586-5859,台北市大同區承德路三段210號地下一樓,安侯建業聯合會計師事務所,許振隆,陳國宗,SUN  YAD,"20F.-6, No.248, Sec. 2, Yonghua RdAnping Dist., Tainan City 708, Taiwan",(06)2988311,fina@sunyad.com.tw,www.sunyad.com.tw,郭育政,財務部副總經理,06-2988318,sunyad_101@yahoo.com.tw,www.sunyad.com.tw
1319,東陽實業廠股份有限公司,東陽,汽車工業,－,台南市安和路二段98號,68326665,吳永茂,吳永祥,許芳華,助理副總經理,洪智慧,06-3560511,56/10/30,83/12/12,新台幣                 10.0000元,"5,914,770,680","591,477,068",0,0,合併,每年,董事會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5F,安永聯合會計師事務所,胡子仁,洪國森,OTN,"98 AN HO ROAD.,SEC,2TAINAN,TAIWAN,R,O,C",06-3566055,15469@tyg.com.tw,WWW.TYG.COM.TW,黃和傑,專案經理,06-3560511-6170,15531@tyg.com.tw,http://www.tyg.com.tw/tw/stakeholders.html
1321,大洋塑膠工業股份有限公司,大洋,塑膠工業,－,"台北市莒光路310號5,6樓",15024509,陳欽明,陳欽明,邱俊福,副經理,鄭有峰,(02)23062131,54/06/07,88/01/26,新台幣                 10.0000元,"2,272,282,680","227,228,268",0,0,合併,每年,股東會,凱基證券(股)公司股務代理部,(02)23148800,台北市重慶南路一段2號5樓,安侯建業聯合會計師事務所,余聖河,羅瑞芝,OPC,"5F,310 CHUKWANG ROADTAIPEI,TAIWAN,R.O.C",(02)23027464,mauwau@opc.com.tw,www.opc.com.tw,鄭有峰,副經理,23062131-1614,mauwau@opc.com.tw,www.opc.com.tw
1323,永裕塑膠工業股份有限公司,永裕,塑膠工業,－,台南市仁德區勝利路88號,68192103,王威程,王威程,郭錦添,副總經理,蔡崇誠,06-2793711,62/04/02,89/09/11,新台幣                 10.0000元,"912,745,540","91,274,554",0,0,合併,每年,董事會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,田中玉,林姿妤,YONYU,"88 SHENG LI ROAD,RENDE  DISTRICT,TAINAN,TAIWANTainan ,Taiwan",06-2705088,kct3232@yonyu.com.tw,www.yonyu.com.tw,蔡崇誠,財務總監,+886-6-2793711#160,cct0368@yonyu.com.tw,http://www.yonyu.com.tw/yonyu/stakeholder.php
1324,地球綜合工業股份有限公司,地球,塑膠工業,－,台北市中山區南京東路3段61號7樓,07147916,鈞鼎投資股份有限公司(代表人張德照),黃林慶,張雅琪,財務部部長,曾嬿妤,(02)2506-6666,53/12/08,89/09/11,新台幣                 10.0000元,"751,218,820","75,121,882",0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,徐榮煌,楊弘斌,GLOBE TAPE,"7F.NO.61.SECTION 3,NANKING E ROADTAIPEI TAIWAN R.O.C.",(02)2507-0226,fet@globetape.com.tw,http://www.globetape.com.tw,張雅琪,財務部部長,(02)2506-6666,doris@globetape.com.tw,http://www.globetape.com/investor-64-78-page110
1325,恒大股份有限公司,恆大,塑膠工業,－,台北市林森北路372號10樓,11455800,黃美慧,黃美慧,吳明德,管理部經理,廖淑姬,(02)25119161,51/10/14,89/09/11,新台幣                 10.0000元,"852,811,980","85,281,198",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,褚世蘭,張淳儀,UK,"10F, 372, LIN SHEN N. ROADTAIPEI, TAIWAN, R.O.C.",(02)25374473,uk4409@ms34.hinet.net,www.uk.com.tw,吳明德,管理部經理,(02)25119161,peterwu@uk.com.tw,www.uk.com.tw
1326,台灣化學纖維股份有限公司,台化,塑膠工業,－,彰化市中山路3段359號,58650902,洪福源,呂文進,洪福源,董事長,呂文進,(02)27122211,54/03/05,73/12/20,新台幣                 10.0000元,"58,611,862,910","5,861,186,291",0,0,合併,每年,董事會,台灣化學纖維股份有限公司股務室,(02)27189898,台北市內湖區南京東路六段380號10樓,資誠聯合會計師事務所,阮呂曼玉,吳漢期,FCFC,"2F, 201, Tung Hwa North RoadTaipei, Taiwan, R.O.C",(02)27133229,fcfc@fcfc.com.tw,http://www.fcfc.com.tw,劉佳儒,協理,(02)27122211-8410,u127129@fcfc.com.tw,https://www.fcfc.com.tw/data-22337
1337,亞洲塑膠再生資源控股有限公司,再生-KY,塑膠工業,KY 開曼群島,高雄市苓雅區四維四路190號12樓之2,26068617,丁金山,丁金礦,王維民,財務協理,丁華雄,(07)2696099,99/01/08,100/08/17,新台幣                 10.0000元,"2,689,547,290","268,954,729",0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市承德路三段210號地下一樓,德昌聯合會計師事務所,林兆民,史岱平,Asia Plastic,"12F.-2, No. 190, Siwei 4th Rd.Lingya Dist.,Kaohsiung City 802 Taiwan",(07)2696099,weimin831@gmail.com,http://asia-recycle.com,王維民,財務主管,(07)2696099,weimin831@gmail.com,http://asia-recycle.com(設置中)
1338,廣華控股有限公司,廣華-KY,汽車工業,KY 開曼群島,廣東省東莞市厚街鎮橋頭第三工業區,26594386,余澤民,黃建中,黃盛昌,財務長,黃建中,0769-89278888,98/12/08,101/12/19,新台幣                 10.0000元,"838,400,000","83,840,000",0,0,合併,每年,股東會,兆豐證券股份有限公司股務代理部,02-33930898,台北市忠孝東路二段95號3樓,安侯建業聯合會計師事務所,陳宜君,連淑凌,Hiroca,"3rd Industrial Zone, Qiaotou, Houjie TownDongguan City, Guangdong Province, PRC",0769-85903818,hiroca@hirosawa.com.cn,www.hirosawa.com.cn,黃盛昌,財務長,0975727658,hiroca@hirosawa.com.cn,www.hirosawa.com.cn
1339,昭輝實業股份有限公司,昭輝,汽車工業,－,彰化縣鹿港鎮興業路8號,22078327,禾翰投資股份有限公司,林睿澤,劉淑梅,副總經理,王淑慧,(04)7810781,75/03/07,101/04/24,新台幣                 10.0000元,"741,238,750","74,123,875",0,0,合併,每年,董事會,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路八號地下一樓,資誠聯合會計師事務所,王玉娟,劉美蘭,Y.C.C.,"8, Xingye Rd., Lukang TownChung Hua Hsien, Taiwan ., R.O.C.",(04)7813209,ycc888@yccco.com.tw,http://www.yccco.com.tw,劉淑梅,副總經理,(04)7810781,ycc888@yccco.com.tw,http://www.yccco.com.tw
1340,勝悅新材料有限公司,勝悅-KY,塑膠工業,KY 開曼群島,中國福建省晉江市青陽蓮嶼工業區,37722768,莊國清,莊輝煌,陳圖炎,財務長,郭燈佳,8659582889862,101/06/14,103/01/14,新台幣                 10.0000元,"1,529,228,550","152,922,855",0,0,合併,每年,股東會,永豐金證券公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,信永中和聯合會計師事務所,陳光慧,郭鎮宇,VICTORY,"Qingyang Lianyu Industrial AreaJinjiang, Fujian, China",8659585689208,peter.chen@sportspowersole.com,www.vnm.com.tw,陳圖炎,財務長,8659582889862,peter.chen@sportspowersole.com,www.vnm.com.tw
1341,富林塑膠工業(開曼)控股(股)公司,富林-KY,塑膠工業,KY 開曼群島,越南海防市陽京郡海城坊范文同路第9里程,82716171,王源林,王源林(暫代),許乃仁,協理,徐鈿朋,(07)535-2366,105/11/30,107/12/24,新台幣                 10.0000元,"528,506,340","52,850,634",0,0,合併,每季,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,王騰葦,陳珍麗,FULIN-KY,Km9 Pham Van Dong Hai Thanh Ward Duong Kinh DistrictHai Phong Viet Nam,(07)535-2368,joyylin@fulintw.com.tw,http://www.fulinvn.com,許乃仁,協理,075352366,joyylin@fulintw.com.tw,0
1342,八貫企業股份有限公司,八貫,其他,－,宜蘭縣冬山鄉德興四路6號,12386676,劉宗熹,劉宗熹,李宏毅,副總經理,游憶敏,03-9109568,71/06/17,109/11/24,新台幣                 10.0000元,"713,448,470","71,344,847",0,0,個別,每年,董事會,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號11樓,安永聯合會計師事務所,張志銘,傅文芳,CCI Yilan,"No. 6, Dexing 4th Rd., Daxing Vil., Dongshan TownshipYilan County 269031, Taiwan (R.O.C.)",03-9903297,investor@cathay1342.com.tw,http://www.cathayconsolidated.com,李宏毅,副總經理,03-9109568,investor@cathay1342.com.tw,http://www.cathayconsolidated.com
1402,遠東新世紀股份有限公司,遠東新,紡織纖維,－,台北市大安區敦化南路二段207號36樓,03522600,徐旭東,"吳高山,鄭澄宇",鄭澄宇,行政總部總經理,王健誠,02-27338000,43/01/13,56/04/14,新台幣                 10.0000元,"53,528,752,270","5,352,875,227",0,0,合併,每年,股東會,亞東證券股份有限公司,02-7753-1699,新北市板橋區新站路16號13樓,勤業眾信聯合會計師事務所,邵志明,柯志賢,FENC,"36F,Taipei Metro Tower No.207,Tun Hwa South Road,Sec.2Taipei,Taiwan,R.O.C.",02-27367184,csostaff@metro.feg.com.tw,www.fenc.com,汪承雯,協理,02-27338000轉8537,ir@fenc.com,http://contact.fenc.com/contact_info.aspx?lang=zh&id=1
1409,新光合成纖維股份有限公司,新纖,紡織纖維,－,台北市大安區仁愛路三段136號5樓,07435515,吳東昇,歐金達,許毓麟,協理,何浩寧,2507-1259,56/04/25,62/08/31,新台幣                 10.0000元,"16,184,092,860","1,618,409,286",0,0,合併,每年,董事會,新光證券(股)公司股務代理部,02-23118787,台北市中正區重慶南路一段66之1號11樓,勤業眾信聯合會計師事務所,陳文香,徐文亞,SSFC,"5th Floor, No. 136, Section 3, Ren'ai Road, Taipei City.TAIPEI, TAIWAN, R.O.C.",25072264,analysis@shinkong.com.tw,www.shinkong.com.tw,許毓麟,協理,25071259~7300,analysis@shinkong.com.tw,www.shinkong.com.tw
1410,南洋染整股份有限公司,南染,紡織纖維,－,桃園市蘆竹區南山路三段二三三號,35286207,何  鈞,何  鈞,張愛玉,發言人,孟家立,02-25940361,53/12/22,62/10/18,新台幣                 10.0000元,"630,000,000","63,000,000",0,0,合併,每年,董事會,中國信託商銀代理部,02-66365566,台北市100重慶南路一段83號5樓,安侯建業聯合會計師事務所,余聖河,羅瑞芝,NYDF,"No.233, Sec. 3, Nanshan Rd.,Luzhu Dist., Taoyuan City 338, Taiwan",02-25919227,nydyeing@ms19.hinet.net,www.nydf.com.tw,張愛玉,發言人,02-25940361,nydyeing@ms19.hinet.net,www.nydf.com.tw/nydf/chinese/01-profile/index.htm
1413,宏洲纖維工業股份有限公司,宏洲,紡織纖維,－,台北市內湖區瑞光路607號7樓,07220710,詹正田,詹正田,張恆嘉,董事,林勝欽,2657-5859,57/07/30,64/12/23,新台幣                 10.0000元,"1,321,124,540","132,112,454","30,000,000",0,個別,每年,董事會,福邦證券股份有限公司股務代理部,02-23711658,台北市忠孝西路一段6號6樓,安侯建業聯合會計師事務所,潘俊名,張淑瑩,H.C.,"7F., No.607, Ruiguang Rd., Neihu Dist., Taipei City 114, Taiwan (R.O.C.)TAIPEI TAIWAN",8797-7888,wallace@hungchou.com.tw,http://www.hungchou.com.tw/,張恆嘉,董事,02-26575859,albert@yijinn.com.tw,http://www.hungchou.com.tw/
1414,東和紡織股份有限公司,東和,紡織纖維,－,台北市仁愛路四段376號13樓,73141105,蔡淑櫻,張嘉亨,張嘉亨,總經理,郭彥良,(02)27001840,48/09/11,65/02/02,新台幣                 10.0000元,"2,200,000,000","220,000,000",0,0,個別,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號6樓,勤業眾信聯合會計師事務所,鄭欽宗,趙永祥,TUNG HO,"13TH FLOOR NO376,SEC 4 JEN AI ROADTAIPEI,TAIWAN,R.O.C",(02)27060967,admsect@tungho.com.tw,www.tungho.com.tw,郭彥良,副理,(02)27001840,david@tungho.com.tw,http://www.tungho.com.tw/index.php?option=module&lang=cht&task=pageinfo&id=244&index=1
1416,廣豐實業股份有限公司,廣豐,其他,－,台北市大安區敦化南路2段97號28樓,43434316,賀錫敬,黃麗玲,陳素靜,會計經理,林黛芬,02-27048111,57/06/28,65/04/20,新台幣                 10.0000元,"1,853,421,680","185,342,168",0,0,合併,每年,股東會,元大證券股份有限公司,2586-5859,台北市承德路三段210號B1,資誠聯合會計師事務所,賴宗羲,支秉鈞,KFIC,"28th Floor, No. 97, Section 2, Dunhua South Road, Da'an District, Taipei City(Taipei,Taiwan",02-27061881,s.j.chern@kfic.com.tw,www.kfic.com.tw,陳素靜,會計經理,02-27048111#828,s.j.chern@kfic.com.tw,http://www.kfic.com.tw/shareholders.html
1417,嘉裕股份有限公司,嘉裕,紡織纖維,－,臺北市仁愛路四段25號7樓(通訊地址),11825825,黃得超,(代理)葉美玲,葉美玲,代理總經理,陳盈璋,27113171,58/12/12,65/12/28,新台幣                 10.0000元,"1,899,418,400","189,941,840",0,0,合併,每年,股東會,公司股務課,25156421,新北市新店區中興路三段3號1樓,勤業眾信聯合會計師事務所,黃國寧,陳培德,CARNIVAL,"7TH FL.,25 JEN AI ROAD.SEC.4TAIPEI,TAIWAN,R.O.C.",27811045,investor@carnival.com.tw,https://www.carnival.com.tw/index.php?lang=tw,葉美玲,代理總經理,02-27113171,investor@carnival.com.tw,https://www.carnival.com.tw/article_d.php?lang=tw&tb=8&id=823
1418,東華龍股份有限公司,東華,紡織纖維,－,台北市新生南路1段56號9樓,11083148,林壯儒,林壯燁,葉燕玲,協理,江志恒,(02)23967768,59/03/02,66/02/14,新台幣                 10.0000元,"568,343,090","56,834,309","10,000,000",0,合併,每年,股東會,永豐金證券股務代理部,(02)23816288,台北市博愛路17號3樓,正風聯合會計師事務所,吳欣亮,彭莉真,TongHwa,"9F., No.56, Sec. 1, Xinsheng S. Rd.,Taipei City 100, Taiwan (R.O.C.)",(02)23962568,thsf@ms22.hinet.net,www.tonghwa.com.tw,葉燕玲,協理,(02)23967768,thsf@ms22.hinet.net,www.tonghwa.com.tw
1419,新光紡織股份有限公司,新紡,紡織纖維,－,台北市中山區中山北路二段44號15樓,07435901,吳昕恩,邱錦發、張瑞南,柯夙娟,副總經理,張淑娣,(02)25071258,44/06/06,66/03/14,新台幣                 10.0000元,"3,000,412,800","300,041,280",0,0,合併,每年,董事會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,李麗凰,池瑞全,SHINKO.TEXTILE,"15F., No. 44, Sec. 2, Zhongshan N. Rd.TAIPEI.TAIWAN.R.O.C",(02)25072576,marketing@sktextile.com.tw,http://www.sktextile.com.tw,柯夙娟,副總經理,(02)25071258-830,sarah@sktextile.com.tw,http://www.sktextile.com.tw
1423,利華羊毛工業股份有限公司,利華,紡織纖維,－,台北市忠孝東路四段310號12樓,11311608,應柔爾,余美蘭,余美蘭,總經理,楊遵五,02-27811161,53/07/23,68/04/02,新台幣                 10.0000元,"996,480,000","99,648,000",0,0,個別,每年,股東會,中國信託商業銀行代理部,02-66365566,台北市重慶南路一段83號5樓,安永聯合會計師事務所,楊智惠,余倩如,REWARD WOOL,"12th Floor, 310 Sec. 4, Chung Hsiao East RoadTaipei, 106 , Taiwan, R. O. C.",02-27521193,reward@reward.com.tw,www.reward.com.tw,楊遵五,經理,886-2-27811161,ir@reward.com.tw,www.reward.com.tw/contact.htm
1432,大魯閣實業股份有限公司,大魯閣,運動休閒,－,台中市東區復興路4段186號,04690983,林曼麗,王盈之,許俊麒,總顧問,羅淑敏,0436118888,62/07/18,71/07/26,新台幣                 10.0000元,"900,000,000","90,000,000",0,0,合併,每年,股東會,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,資誠聯合會計師事務所,王方瑜,林冠宏,TAROKO,"No186, Sec 4, Fusing Rd., East Dist.,Taichung, Taiwan, R.O.C.",0436080809,will.chen@trkmall.com.tw,https://www.taroko.com.tw/,許俊麒,總顧問,0436118888,kelly.lo@trkmall.com.tw,https://www.taroko.com.tw/crs-stakeholder-01/
1434,福懋興業股份有限公司,福懋,紡織纖維,－,雲林縣斗六市榴中里石榴路317號,14001199,王文淵,李敏章,李敏章,總經理,鄭宏寧,(05)5573966,62/04/19,74/12/24,新台幣                 10.0000元,"16,846,646,370","1,684,664,637",0,0,合併,每年,董事會,本公司股務科,2718-9898,台北市內湖區南京東路六段380號10樓,資誠聯合會計師事務所,阮呂曼玉,徐聖忠,F.T.C,"2F., No.388, Sec.6, Nanjing East Rd.Neihu Dist. Taipei City 114030",2713-1329,u586267@ftc.com.tw,http://www.ftc.com.tw,鄭宏寧,代理副總經理,(05)5573966轉7161,u133232@ftc.com.tw,http://www.ftc.com.tw
1435,中福國際(股)公司,中福,其他,－,新北市中和區景平路666號2樓,03101946,陳建,陸榮木,陳建,董事長,陸榮木,(02)82422881,60/01/15,76/12/28,新台幣                 10.0000元,"1,397,800,800","139,780,080",0,0,個別,每年,股東會,宏遠證券(股)公司股務代理部,(02)2326-8818,台北市信義路4段236號3樓,冠恆联合會計師事務所,張進德,黃致富,C.F.CORP.,"2FL., No. 666, JING PING RD.,ZHONGHE DIST,NEWTAIPEI CITY, R.O.C.",(02)22457595,ir@chungfutex.com.tw,www.chungfutex.com.tw,陸榮木,總經理,(02)82422881,lujungmu@chungfutex.com.tw,www.chungfutex.com.tw
1436,華友聯開發股份有限公司(原福益),華友聯,建材營造,－,高雄市鳳山區文龍路85號11樓,07510318,陸炤廷,陸炤廷,吳家德,執行副總經理,林紹詳,(07)780-1381,56/01/31,77/04/11,新台幣                 10.0000元,"997,077,660","99,707,766",0,0,合併,每年,董事會,元大證券(股)股務代理部,(02)2586-5859,台北市大同區承德路三段210號B1,勤業眾信聯合會計師事務所,陳秀雯,王兆群,HUA YU LIEN,"11F., No. 85,Wenlong Rd.,Fengshan Dist.,Kaohsiung City, Taiwan (R.O.C.)",(07)777-7398,steven@huakai.com.tw,www.huakai.com.tw,林紹詳,財務長,(07)780-1381,steven@huakai.com.tw,https://www.huakai.com.tw/blank-17
1437,勤益投資控股股份有限公司,勤益控,其他,－,台北市大安區忠孝東路4段320號9樓,35535607,顧立楷,顧立楷,馮于珍,會計部協理,曾瑞澤,(02)2741-5000,50/02/23,77/11/10,新台幣                 10.0000元,"2,033,712,840","203,371,284",0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,10008台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,趙敏如,呂莉莉,GTM,"9F,320 Zhong Xiao  E. Rd. Sec.4,Taipei, Taiwan 10694Taipei Taiwan R.O.C",(02)2776-5073,gtm@gtm.com.tw,http://www.gtm.com.tw,馮于珍,會計部協理,(02)2741-5000,gtm@gtm.com.tw,http://www.gtm.com.tw/web/stakeholder/stakeholder.jsp
